genus,species,ngenomes,migration_dst_idxs1,migration_ndropped,migration_single_dst,migration_1to1,migration_identical
Enterovibrio,norvegicus,3,1311,0,True,True,True
Eremococcus,coleocola,2,1097,0,True,True,True
Erwinia,amylovora,14,420,0,True,True,True
Erwinia,billingiae,2,421,0,True,True,True
Erwinia,iniecta,2,422,0,True,True,True
Erwinia,pyrifoliae,2,423,0,True,True,True
Erwinia,tracheiphila,2,419,0,True,True,True
Erysipelatoclostridium,[Clostridium] innocuum,2,280,0,True,True,True
Erysipelothrix,rhusiopathiae,4,1208,0,True,True,True
Erythrobacter,marinus,2,802,0,True,True,True
Escherichia,albertii,32,426,0,True,True,True
Escherichia,coli,4221,424,0,True,True,True
Escherichia,fergusonii,6,425,0,True,True,True
Exiguobacterium,antarcticum,2,878,0,True,True,True
Exiguobacterium,pavilionensis,2,877,0,True,True,True
Exiguobacterium,undae,2,879,0,True,True,True
Facklamia,hominis,2,966,0,True,True,True
Faecalitalea,cylindroides,2,531,0,True,True,True
Ferrimicrobium,acidiphilum,2,124,0,True,True,True
Fibrobacter,succinogenes,2,649,0,True,True,True
Filomicrobium,marinum,2,164,0,True,True,True
Finegoldia,magna,6,387,0,True,True,True
Flavobacterium,cauense,2,156,0,True,True,True
Flavobacterium,enshiense,2,157,0,True,True,True
Flavobacterium,psychrophilum,23,158,0,True,True,True
Flavobacterium,rivuli,2,159,0,True,True,True
Flavobacterium,subsaxonicum,2,155,0,True,True,True
Flavobacterium,suncheonense,2,160,0,True,True,True
Flavonifractor,plautii,2,47,0,True,True,True
Fluoribacter,dumoffii,3,322,0,True,True,True
Francisella,noatunensis,6,167,0,True,True,True
Francisella,philomiragia,8,166,0,True,True,True
Francisella,tularensis,95,165,0,True,True,True
Franconibacter,helveticus,4,493,0,True,True,True
Franconibacter,pulveris,4,492,0,True,True,True
Fructobacillus,fructosus,3,51,0,True,True,True
Fulvimarina,pelagi,2,292,0,True,True,True
Fusobacterium,gonidiaformans,2,694,0,True,True,True
Fusobacterium,hwasookii,8,698,0,True,True,True
Fusobacterium,necrophorum,29,696,0,True,True,True
Fusobacterium,nucleatum,34,695,0,True,True,True
Fusobacterium,ulcerans,2,697,0,True,True,True
Gallibacterium,anatis,22,1412,0,True,True,True
Gardnerella,vaginalis,42,491,0,True,True,True
Gemella,sanguinis,2,1047,0,True,True,True
Geobacillus,caldoxylosilyticus,3,163,0,True,True,True
Geobacillus,kaustophilus,2,222,0,True,True,True
Geobacillus,stearothermophilus,10,221,0,True,True,True
Geobacillus,thermodenitrificans,2,219,0,True,True,True
Geobacillus,thermoglucosidasius,5,161,0,True,True,True
Geobacillus,thermoleovorans,3,220,0,True,True,True
Geobacillus,toebii,2,162,0,True,True,True
Geobacter,metallireducens,2,1187,0,True,True,True
Geobacter,sulfurreducens,3,1186,0,True,True,True
Glaciecola,pallidula,2,1010,0,True,True,True
Gluconacetobacter,diazotrophicus,2,1149,0,True,True,True
Gluconobacter,albidus,2,309,0,True,True,True
Gluconobacter,oxydans,8,307,0,True,True,True
Gluconobacter,thailandicus,4,308,0,True,True,True
Glycomyces,tenuis,2,576,0,True,True,True
Gordonia,alkanivorans,3,6,0,True,True,True
Gordonia,amicalis,2,9,0,True,True,True
Gordonia,hirsuta,2,8,0,True,True,True
Gordonia,polyisoprenivorans,3,7,0,True,True,True
Gordonia,sihwensis,2,4,0,True,True,True
Gordonia,terrae,2,5,0,True,True,True
Granulibacter,bethesdensis,4,1413,0,True,True,True
Granulicoccus,phenolivorans,2,1259,0,True,True,True
Grimontia,hollisae,2,830,0,True,True,True
Haemophilus,[Haemophilus] parasuis,24,730,0,True,True,True
Haemophilus,haemolyticus,6,553,0,True,True,True
Haemophilus,influenzae,109,554,0,True,True,True
Haemophilus,parahaemolyticus,2,556,0,True,True,True
Haemophilus,parainfluenzae,16,555,0,True,True,True
Haemophilus,sputorum,2,557,0,True,True,True
Hafnia,alvei,7,427,0,True,True,True
Halomonas,anticariensis,2,540,0,True,True,True
Halomonas,huangheensis,2,541,0,True,True,True
Hamiltonella,defensa,3,1254,0,True,True,True
Helicobacter,ailurogastricus,4,135,0,True,True,True
Helicobacter,bilis,7,134,0,True,True,True
Helicobacter,bizzozeronii,2,137,0,True,True,True
Helicobacter,canadensis,2,129,0,True,True,True
Helicobacter,cinaedi,3,128,0,True,True,True
Helicobacter,heilmannii,5,131,0,True,True,True
Helicobacter,pullorum,5,132,0,True,True,True
Helicobacter,pylori,487,127,0,True,True,True
Helicobacter,suis,2,136,0,True,True,True
Helicobacter,trogontum,2,130,0,True,True,True
Helicobacter,typhlonius,2,133,0,True,True,True
Herbaspirillum,chlorophenolicum,2,728,0,True,True,True
Herbaspirillum,rubrisubalbicans,4,729,0,True,True,True
Herbaspirillum,seropedicae,2,727,0,True,True,True
Histophilus,somni,2,1414,0,True,True,True
Hungatella,hathewayi,3,642,0,True,True,True
Hydrogenobacter,thermophilus,2,720,0,True,True,True
Hydrogenophaga,intermedia,2,224,0,True,True,True
Hydrogenovibrio,marinus,2,138,0,True,True,True
Idiomarina,loihiensis,2,287,0,True,True,True
Intestinimonas,butyriciproducens,2,1322,0,True,True,True
Janthinobacterium,agaricidamnosum,2,715,0,True,True,True
Jejuia,pallidilutea,3,539,0,True,True,True
Jeotgalibaca,dankookensis,2,54,0,True,True,True
Jonquetella,anthropi,2,534,0,True,True,True
Kandleria,vitulina,4,1107,0,True,True,True
Ketogulonicigenium,vulgare,3,609,0,True,True,True
Kinetoplastibacterium,blastocrithidii,2,212,0,True,True,True
Kinetoplastibacterium,crithidii,2,211,0,True,True,True
Kingella,kingae,44,1153,0,True,True,True
Kitasatospora,setae,2,12,0,True,True,True
Klebsiella,[Enterobacter] aerogenes,108,429,0,True,True,True
Klebsiella,oxytoca,30,430,0,True,True,True
Klebsiella,pneumoniae,877,431,0,True,True,True
Klebsiella,variicola,6,432,0,True,True,True
Kocuria,kristinae,8,1146,0,True,True,True
Kocuria,palustris,4,82,0,True,True,True
Kocuria,rhizophila,6,83,0,True,True,True
Komagataeibacter,europaeus,5,290,0,True,True,True
Komagataeibacter,hansenii,2,288,0,True,True,True
Komagataeibacter,intermedius,2,289,0,True,True,True
Kordiimonas,gwangyangensis,2,1005,0,True,True,True
Kosakonia,radicincitans,3,1085,0,True,True,True
Kutzneria,albida,2,261,0,True,True,True
Kytococcus,sedentarius,2,86,0,True,True,True
Labrenzia,alba,3,708,0,True,True,True
Labrenzia,alexandrii,2,709,0,True,True,True
Lachnoanaerobaculum,saburreum,2,1192,0,True,True,True
Lachnobacterium,bovis,3,1039,0,True,True,True
Lachnoclostridium,[Clostridium] bolteae,7,1190,0,True,True,True
Lachnoclostridium,[Clostridium] citroniae,2,1191,0,True,True,True
Lachnoclostridium,[Clostridium] clostridioforme,9,1189,0,True,True,True
Lachnoclostridium,[Clostridium] symbiosum,3,917,0,True,True,True
Lachnoclostridium,phytofermentans,3,916,0,True,True,True
Lachnospira,multipara,2,1096,0,True,True,True
Lactobacillus,acetotolerans,2,1166,0,True,True,True
Lactobacillus,acidipiscis,3,781,0,True,True,True
Lactobacillus,acidophilus,14,1163,0,True,True,True
Lactobacillus,agilis,2,771,0,True,True,True
Lactobacillus,amylolyticus,2,1168,0,True,True,True
Lactobacillus,amylovorus,5,1167,0,True,True,True
Lactobacillus,animalis,3,772,0,True,True,True
Lactobacillus,antri,2,236,0,True,True,True
Lactobacillus,apodemi,2,778,0,True,True,True
Lactobacillus,brevis,14,766,0,True,True,True
Lactobacillus,buchneri,3,794,0,True,True,True
Lactobacillus,camelliae,2,822,0,True,True,True
Lactobacillus,casei,13,817,0,True,True,True
Lactobacillus,ceti,2,776,0,True,True,True
Lactobacillus,collinoides,3,790,0,True,True,True
Lactobacillus,composti,2,749,0,True,True,True
Lactobacillus,coryniformis,5,786,0,True,True,True
Lactobacillus,crispatus,22,1177,0,True,True,True
Lactobacillus,crustorum,2,755,0,True,True,True
Lactobacillus,curvatus,3,765,0,True,True,True
Lactobacillus,delbrueckii,29,1164,0,True,True,True
Lactobacillus,equi,3,779,0,True,True,True
Lactobacillus,equicursoris,3,1169,0,True,True,True
Lactobacillus,equigenerosi,3,238,0,True,True,True
Lactobacillus,fabifermentans,2,740,0,True,True,True
Lactobacillus,farciminis,2,752,0,True,True,True
Lactobacillus,farraginis,2,797,0,True,True,True
Lactobacillus,fermentum,18,231,0,True,True,True
Lactobacillus,floricola,2,761,0,True,True,True
Lactobacillus,florum,3,756,0,True,True,True
Lactobacillus,fructivorans,5,757,0,True,True,True
Lactobacillus,fuchuensis,2,763,0,True,True,True
Lactobacillus,gallinarum,2,1170,0,True,True,True
Lactobacillus,gastricus,2,235,0,True,True,True
Lactobacillus,gigeriorum,2,1179,0,True,True,True
Lactobacillus,hamsteri,2,1175,0,True,True,True
Lactobacillus,harbinensis,2,789,0,True,True,True
Lactobacillus,hayakitensis,2,777,0,True,True,True
Lactobacillus,helveticus,20,1165,0,True,True,True
Lactobacillus,hilgardii,2,795,0,True,True,True
Lactobacillus,hokkaidonensis,2,788,0,True,True,True
Lactobacillus,hominis,2,1178,0,True,True,True
Lactobacillus,iners,16,1160,0,True,True,True
Lactobacillus,ingluviei,3,229,0,True,True,True
Lactobacillus,jensenii,14,1171,0,True,True,True
Lactobacillus,johnsonii,9,1161,0,True,True,True
Lactobacillus,kefiranofaciens,4,1174,0,True,True,True
Lactobacillus,kisonensis,2,800,0,True,True,True
Lactobacillus,kitasatonis,2,1181,0,True,True,True
Lactobacillus,koreensis,2,770,0,True,True,True
Lactobacillus,kunkeei,16,750,0,True,True,True
Lactobacillus,lindneri,2,759,0,True,True,True
Lactobacillus,malefermentans,2,792,0,True,True,True
Lactobacillus,mali,3,784,0,True,True,True
Lactobacillus,mucosae,5,237,0,True,True,True
Lactobacillus,murinus,3,773,0,True,True,True
Lactobacillus,namurensis,2,768,0,True,True,True
Lactobacillus,nasuensis,2,820,0,True,True,True
Lactobacillus,nodensis,3,753,0,True,True,True
Lactobacillus,oris,3,232,0,True,True,True
Lactobacillus,otakiensis,2,799,0,True,True,True
Lactobacillus,panis,2,234,0,True,True,True
Lactobacillus,pantheris,3,825,0,True,True,True
Lactobacillus,parabrevis,3,769,0,True,True,True
Lactobacillus,parabuchneri,3,796,0,True,True,True
Lactobacillus,paracasei,35,818,0,True,True,True
Lactobacillus,paracollinoides,2,791,0,True,True,True
Lactobacillus,parafarraginis,3,798,0,True,True,True
Lactobacillus,paralimentarius,4,751,0,True,True,True
Lactobacillus,paraplantarum,3,739,0,True,True,True
Lactobacillus,pasteurii,2,1172,0,True,True,True
Lactobacillus,pentosus,2,737,0,True,True,True
Lactobacillus,plantarum,83,738,0,True,True,True
Lactobacillus,pobuzihii,3,782,0,True,True,True
Lactobacillus,psittaci,2,1162,0,True,True,True
Lactobacillus,reuteri,19,230,0,True,True,True
Lactobacillus,rhamnosus,54,824,0,True,True,True
Lactobacillus,rossiae,3,760,0,True,True,True
Lactobacillus,ruminis,10,774,0,True,True,True
Lactobacillus,saerimneri,3,780,0,True,True,True
Lactobacillus,sakei,7,764,0,True,True,True
Lactobacillus,salivarius,14,775,0,True,True,True
Lactobacillus,sanfranciscensis,2,758,0,True,True,True
Lactobacillus,saniviri,2,823,0,True,True,True
Lactobacillus,selangorensis,2,1182,0,True,True,True
Lactobacillus,senmaizukei,2,1173,0,True,True,True
Lactobacillus,sharpeae,2,819,0,True,True,True
Lactobacillus,similis,2,793,0,True,True,True
Lactobacillus,spicheri,2,767,0,True,True,True
Lactobacillus,sucicola,2,785,0,True,True,True
Lactobacillus,suebicus,2,787,0,True,True,True
Lactobacillus,thailandensis,2,821,0,True,True,True
Lactobacillus,ultunensis,2,1176,0,True,True,True
Lactobacillus,vaginalis,2,233,0,True,True,True
Lactobacillus,versmoldensis,2,754,0,True,True,True
Lactobacillus,vini,3,783,0,True,True,True
Lactobacillus,zeae,2,1180,0,True,True,True
Lactococcus,garvieae,14,1037,0,True,True,True
Lactococcus,lactis,77,1036,0,True,True,True
Laribacter,hongkongensis,2,392,0,True,True,True
Lawsonella,clevelandensis,2,294,0,True,True,True
Lawsonia,intracellularis,2,566,0,True,True,True
Lechevalieria,aerocolonigenes,2,827,0,True,True,True
Leclercia,adecarboxylata,3,1290,0,True,True,True
Legionella,anisa,2,314,0,True,True,True
Legionella,cherrii,2,315,0,True,True,True
Legionella,geestiana,2,317,0,True,True,True
Legionella,hackeliae,2,310,0,True,True,True
Legionella,lansingensis,2,318,0,True,True,True
Legionella,longbeachae,2,311,0,True,True,True
Legionella,massiliensis,2,313,0,True,True,True
Legionella,moravica,2,321,0,True,True,True
Legionella,oakridgensis,3,320,0,True,True,True
Legionella,pneumophila,488,312,0,True,True,True
Legionella,sainthelensi,2,316,0,True,True,True
Legionella,shakespearei,2,319,0,True,True,True
Leminorella,grimontii,2,812,0,True,True,True
Leptolinea,tardivitalis,2,646,0,True,True,True
Leptospira,alstonii,5,102,0,True,True,True
Leptospira,biflexa,2,96,0,True,True,True
Leptospira,borgpetersenii,36,98,0,True,True,True
Leptospira,interrogans,262,97,0,True,True,True
Leptospira,kirschneri,25,104,0,True,True,True
Leptospira,licerasiae,4,103,0,True,True,True
Leptospira,mayottensis,2,106,0,True,True,True
Leptospira,meyeri,2,105,0,True,True,True
Leptospira,noguchii,15,99,0,True,True,True
Leptospira,santarosai,33,100,0,True,True,True
Leptospira,weilii,16,101,0,True,True,True
Leptospirillum,ferriphilum,3,107,0,True,True,True
Leptotrichia,goodfellowii,2,433,0,True,True,True
Leptotrichia,hofstadii,2,1012,0,True,True,True
Leptotrichia,wadei,3,1011,0,True,True,True
Leucobacter,chromiiresistens,2,532,0,True,True,True
Leuconostoc,citreum,6,896,0,True,True,True
Leuconostoc,gelidum,4,898,0,True,True,True
Leuconostoc,mesenteroides,16,899,0,True,True,True
Leuconostoc,pseudomesenteroides,3,897,0,True,True,True
Liberibacter,americanus,2,903,0,True,True,True
Liberibacter,asiaticus,8,901,0,True,True,True
Liberibacter,crescens,2,902,0,True,True,True
Liberibacter,solanacearum,5,904,0,True,True,True
Listeria,fleischmannii,4,1203,0,True,True,True
Listeria,grayi,2,1199,0,True,True,True
Listeria,innocua,6,1200,0,True,True,True
Listeria,ivanovii,6,1198,0,True,True,True
Listeria,monocytogenes,624,1201,0,True,True,True
Listeria,newyorkensis,2,1204,0,True,True,True
Listeria,seeligeri,3,1202,0,True,True,True
Lonsdalea,quercina,2,1038,0,True,True,True
Lysinibacillus,fusiformis,5,919,0,True,True,True
Lysinibacillus,odysseyi,2,920,0,True,True,True
Lysinibacillus,sphaericus,8,918,0,True,True,True
Lysinimicrobium,aestuarii,3,1421,0,True,True,True
Lysinimicrobium,rhizosphaerae,3,1422,0,True,True,True
Lysobacter,antibioticus,2,49,0,True,True,True
Lysobacter,capsici,3,48,0,True,True,True
Lysobacter,defluvii,2,50,0,True,True,True
Mageeibacillus,indolicus,2,713,0,True,True,True
Mannheimia,haemolytica,30,125,0,True,True,True
Mannheimia,varigena,3,126,0,True,True,True
Marinagarivorans,algicola,2,217,0,True,True,True
Marinilabilia,salmonicolor,2,260,0,True,True,True
Marinobacter,hydrocarbonoclasticus,2,538,0,True,True,True
Mariprofundus,ferrooxydans,3,364,0,True,True,True
Megasphaera,elsdenii,4,714,0,True,True,True
Meiothermus,ruber,4,10,0,True,True,True
Melissococcus,plutonius,13,874,0,True,True,True
Mesoplasma,florum,2,861,0,True,True,True
Mesorhizobium,ciceri,4,548,0,True,True,True
Mesorhizobium,plurifarium,3,547,0,True,True,True
Methylacidiphilum,fumariolicum,2,1321,0,True,True,True
Methylobacter,tundripaludum,3,293,0,True,True,True
Methylobacterium,aquaticum,3,284,0,True,True,True
Methylobacterium,extorquens,5,804,0,True,True,True
Methylobacterium,platani,2,285,0,True,True,True
Methylobacterium,radiotolerans,5,286,0,True,True,True
Methylococcus,capsulatus,3,291,0,True,True,True
Methyloversatilis,discipulorum,2,1046,0,True,True,True
Methyloversatilis,universalis,2,1045,0,True,True,True
Microbacterium,oleivorans,2,832,0,True,True,True
Microbacterium,testaceum,4,831,0,True,True,True
Micrococcus,luteus,12,914,0,True,True,True
Microcystis,aeruginosa,17,839,0,True,True,True
Microthrix,parvicella,2,736,0,True,True,True
Mobiluncus,curtisii,4,2,1,True,True,False
Mobiluncus,mulieris,4,3,0,True,True,True
Moellerella,wisconsensis,2,841,0,True,True,True
Moorella,thermoacetica,4,905,0,True,True,True
Moranella,endobia,2,108,0,True,True,True
Moraxella,catarrhalis,23,354,0,True,True,True
Morganella,morganii,15,434,0,True,True,True
Moritella,marina,2,549,0,True,True,True
Mycetocola,saprophilus,2,701,0,True,True,True
Mycobacterium,abscessus,241,644,0,True,True,True
Mycobacterium,africanum,22,1302,0,True,False,False
Mycobacterium,avium,91,1298,0,True,True,True
Mycobacterium,bovis,66,1302,0,True,False,False
Mycobacterium,canettii,5,1306,0,True,True,True
Mycobacterium,chimaera,2,1297,0,True,True,True
Mycobacterium,chlorophenolicum,2,852,0,True,True,True
Mycobacterium,fortuitum,3,843,0,True,True,True
Mycobacterium,gilvum,2,849,0,True,True,True
Mycobacterium,haemophilum,5,1307,0,True,True,True
Mycobacterium,hassiacum,2,854,0,True,True,True
Mycobacterium,immunogenum,13,643,0,True,True,True
Mycobacterium,intracellulare,9,1299,1,True,True,False
Mycobacterium,kansasii,8,1300,0,True,True,True
Mycobacterium,kyorinense,2,1305,0,True,True,True
Mycobacterium,leprae,2,1301,0,True,True,True
Mycobacterium,lepromatosis,2,1308,0,True,True,True
Mycobacterium,marinum,4,1303,0,True,True,True
Mycobacterium,mucogenicum,2,855,0,True,True,True
Mycobacterium,nebraskense,2,1309,0,True,True,True
Mycobacterium,neoaurum,5,846,0,True,True,True
Mycobacterium,obuense,2,850,0,True,True,True
Mycobacterium,phlei,6,844,0,True,True,True
Mycobacterium,senegalense,2,847,0,True,True,True
Mycobacterium,setense,2,853,0,True,True,True
Mycobacterium,simiae,2,1304,0,True,True,True
Mycobacterium,smegmatis,8,845,0,True,True,True
Mycobacterium,thermoresistibile,2,848,0,True,True,True
Mycobacterium,tuberculosis,3486,1302,0,True,False,False
Mycobacterium,vaccae,2,851,0,True,True,True
Mycoplasma,arginini,2,23,0,True,True,True
Mycoplasma,bovis,8,40,0,True,True,True
Mycoplasma,californicum,2,379,0,True,True,True
Mycoplasma,canis,7,42,0,True,True,True
Mycoplasma,capricolum,10,24,0,True,True,True
Mycoplasma,columbinum,2,378,0,True,True,True
Mycoplasma,fermentans,3,34,0,True,True,True
Mycoplasma,flocculare,2,38,0,True,True,True
Mycoplasma,gallisepticum,12,25,0,True,True,True
Mycoplasma,genitalium,6,26,0,True,True,True
Mycoplasma,haemofelis,2,41,0,True,True,True
Mycoplasma,hominis,11,27,0,True,True,True
Mycoplasma,hyopneumoniae,6,28,0,True,True,True
Mycoplasma,hyorhinis,6,29,0,True,True,True
Mycoplasma,hyosynoviae,7,43,0,True,True,True
Mycoplasma,iowae,2,35,0,True,True,True
Mycoplasma,leachii,2,31,0,True,True,True
Mycoplasma,meleagridis,2,44,0,True,True,True
Mycoplasma,mycoides,15,30,0,True,True,True
Mycoplasma,pirum,2,36,0,True,True,True
Mycoplasma,pneumoniae,54,32,0,True,True,True
Mycoplasma,putrefaciens,2,37,0,True,True,True
Mycoplasma,suis,2,22,0,True,True,True
Mycoplasma,synoviae,4,33,0,True,True,True
Mycoplasma,yeatsii,2,39,0,True,True,True
Myroides,marinus,3,807,0,True,True,True
Myroides,odoratimimus,8,806,0,True,True,True
Myroides,odoratus,2,805,0,True,True,True
Myxococcus,xanthus,3,20,0,True,True,True
Nautella,italica,3,1099,0,True,True,True
Neisseria,elongata,4,362,0,True,True,True
Neisseria,gonorrhoeae,326,357,0,True,True,True
Neisseria,lactamica,6,358,0,True,True,True
Neisseria,meningitidis,721,359,0,True,True,True
Neisseria,mucosa,2,360,0,True,True,True
Neisseria,polysaccharea,2,361,0,True,True,True
Neisseria,weaveri,2,363,0,True,True,True
Neorhizobium,galegae,10,1214,0,True,True,True
Nereida,ignava,2,1193,0,True,True,True
Nitratireductor,aquibiodomus,2,67,0,True,True,True
Nitrosococcus,oceani,4,881,0,True,True,True
Nocardia,arizonensis,2,1329,0,True,True,True
Nocardia,carnea,2,1331,0,True,True,True
Nocardia,farcinica,3,1332,0,True,True,True
Nocardia,jinanensis,2,1334,0,True,True,True
Nocardia,otitidiscaviarum,2,1328,0,True,True,True
Nocardia,rhamnosiphila,3,1327,0,True,True,True
Nocardia,seriolae,3,1333,0,True,True,True
Nocardia,vulneris,2,1330,0,True,True,True
Nocardiopsis,alba,2,1426,0,True,True,True
Nocardiopsis,dassonvillei,2,1425,0,True,True,True
Nodularia,spumigena,2,1147,0,True,True,True
Nonlabens,ulvanivorans,6,716,0,True,True,True
Novosphingobium,nitrogenifigens,2,1366,0,True,True,True
Novosphingobium,pentaromativorans,2,1365,0,True,True,True
Novosphingobium,subterraneum,2,1367,0,True,True,True
Oblitimonas,alkaliphila,7,109,0,True,True,True
Oceanobacillus,picturae,2,303,0,True,True,True
Ochrobactrum,anthropi,6,390,0,True,True,True
Ochrobactrum,intermedium,3,149,0,True,True,True
Oenococcus,kitaharae,2,867,0,True,True,True
Oenococcus,oeni,59,868,0,True,True,True
Oligella,urethralis,2,70,0,True,True,True
Oligotropha,carboxidovorans,3,880,0,True,True,True
Olsenella,uli,3,615,0,True,True,True
Oribacterium,parvum,2,1314,0,True,True,True
Orientia,tsutsugamushi,8,1411,0,True,True,True
Ornithobacterium,rhinotracheale,3,1194,0,True,True,True
Paenarthrobacter,nicotinovorans,2,79,0,True,True,True
Paenibacillus,darwinianus,3,892,0,True,True,True
Paenibacillus,durus,2,890,0,True,True,True
Paenibacillus,elgii,2,886,0,True,True,True
Paenibacillus,glucanolyticus,2,889,0,True,True,True
Paenibacillus,graminis,2,885,0,True,True,True
Paenibacillus,larvae,4,888,0,True,True,True
Paenibacillus,massiliensis,2,893,0,True,True,True
Paenibacillus,mucilaginosus,3,891,0,True,True,True
Paenibacillus,pini,2,894,0,True,True,True
Paenibacillus,pinihumi,2,895,0,True,True,True
Paenibacillus,polymyxa,15,887,0,True,True,True
Paenibacillus,riograndensis,4,884,0,True,True,True
Paeniclostridium,sordellii,41,365,0,True,True,True
Pandoraea,apista,4,809,0,True,True,True
Pandoraea,pnomenusa,7,810,0,True,True,True
Pannonibacter,phragmitetus,2,406,0,True,True,True
Pantoea,agglomerans,12,59,0,True,True,True
Pantoea,ananatis,16,60,0,True,True,True
Pantoea,carbekii,2,63,0,True,True,True
Pantoea,dispersa,10,62,0,True,True,True
Pantoea,stewartii,10,61,0,True,True,True
Parabacteroides,distasonis,9,371,0,True,True,True
Parabacteroides,goldsteinii,4,372,0,True,True,True
Parabacteroides,gordonii,2,373,0,True,True,True
Parabacteroides,johnsonii,2,374,0,True,True,True
Parabacteroides,merdae,3,375,0,True,True,True
Paraburkholderia,andropogonis,2,388,0,True,True,True
Paraburkholderia,caribensis,2,1317,0,True,True,True
Paraburkholderia,fungorum,2,1318,0,True,True,True
Paraburkholderia,kururiensis,2,1316,0,True,True,True
Paraburkholderia,mimosarum,3,1315,0,True,True,True
Paraburkholderia,phenoliruptrix,2,1320,0,True,True,True
Paraburkholderia,xenovorans,2,1319,0,True,True,True
Parachlamydia,acanthamoebae,4,1195,0,True,True,True
Paraclostridium,bifermentans,3,355,0,True,True,True
Paracoccus,pantotrophus,2,168,0,True,True,True
Paracoccus,sanguinis,4,169,0,True,True,True
Paraglaciecola,psychrophila,2,1157,0,True,True,True
Parascardovia,denticolens,4,1152,0,True,True,True
Parvimonas,micra,3,441,0,True,True,True
Pasteurella,[Pasteurella] pneumotropica,2,81,0,True,True,True
Pasteurella,multocida,36,563,0,True,True,True
Pectobacterium,atrosepticum,7,1114,0,True,True,True
Pectobacterium,betavasculorum,2,1116,0,True,True,True
Pectobacterium,carotovorum,35,"1112, 1113, 1110, 1111",0,False,False,False
Pectobacterium,wasabiae,6,"1115, 1117",0,False,False,False
Pediococcus,acidilactici,8,906,0,True,True,True
Pediococcus,claussenii,2,909,0,True,True,True
Pediococcus,damnosus,7,908,0,True,True,True
Pediococcus,pentosaceus,8,907,0,True,True,True
Pedobacter,heparinus,2,442,0,True,True,True
