diameter,outgoing_overlaps,incoming_overlaps
0.02001026,0,1
0.012235294,0,1
0.0062506623,0,2
0.0046215556,0,1
0.004968139,0,1
0.586351,0,1
0.7350064,0,2
0.36110225,0,1
0.0017385806,0,1
0.6090347,0,2
0.4279988,0,1
0.0051716547,0,1
0.29250458,0,1
0.06615184,0,1
0.62181115,0,1
0.49151623,0,1
0.15510863,0,1
0.48136592,0,1
0.0038548452,0,1
0.14475785,0,1
0.36317968,0,1
0.6089082,0,1
0.48052675,0,1
0.6057828,0,1
0.35367233,0,1
0.010473052,0,1
0.7693008,0,2
0.82963127,0,1
0.0055813952,0,1
0.0047854786,0,1
0.009080403,0,2
0.00045289856,0,1
0.25791857,0,1
0.5132203,0,1
0.28398144,0,2
0.00754717,0,1
0.018041888,0,1
0.07041767,0,1
0.49891695,0,2
0.0027816412,0,1
0.527548,0,1
0.37689465,0,1
0.5790688,0,1
0.47520417,0,1
0.64677805,0,1
0.008068199,0,2
0.015151516,0,1
0.6273916,0,1
0.27937073,0,1
0.5596652,0,1
0.53916556,0,1
0.6238338,0,2
0.006066734,0,2
0.0076687117,0,2
0.007951741,0,1
0.3576065,0,1
0.39424497,0,1
0.37452862,0,1
0.0068215732,0,2
0.3397552,0,1
0.19937485,0,1
0.0050983247,0,1
0.4983555,0,1
0.005410723,0,1
0.0045045046,0,1
0.007704785,0,1
0.10466331,0,1
0.02571752,0,1
0.030407343,0,2
0.017706476,0,1
0.50890905,0,1
0.00914216,0,1
0.121665955,0,1
0.0069511803,0,2
0.52257454,0,1
0.00016420361,0,1
0.13139978,0,1
0.09480997,0,2
0.00075287034,0,1
0.64962167,0,2
0.6406655,0,1
0.0051428573,0,1
0.5451389,0,1
0.41280538,0,1
0.007203842,0,1
0.25457138,0,2
0.9323094,1,1
0.021134594,0,2
0.004819591,0,2
0.7304673,0,1
0.50633186,0,1
0.001726718,0,1
0.0064199395,0,2
0.45605385,1,3
0.46795657,1,3
0.034006376,0,1
0.034535393,0,1
0.017126545,0,1
0.020295503,0,1
0.025870178,0,2
0.5858933,0,2
0.021457,0,0
0.014364124,0,1
0.0018578352,0,3
0.009327633,0,2
0.003125,0,1
0.0048956755,0,1
0.38446903,0,1
0.20977895,0,2
0.009010374,0,1
0.07858911,0,1
0.0033174672,0,1
0.65798193,0,1
0.020869717,0,2
0.38191158,0,2
0.7228184,0,2
0.038693234,0,1
0.5605036,0,1
0.86970335,0,1
0.37586302,0,1
0.23915009,0,2
0.42463645,0,2
0.75587785,0,3
0.00026283512,0,1
0.0046812613,0,2
0.37421528,0,2
0.46866444,0,2
0.0046249293,0,2
0.0019723866,0,2
0.279893,0,1
0.009156697,0,2
0.04054272,0,2
0.20561798,0,1
0.7781314,0,1
0.58216757,0,1
0.612089,0,1
0.28461748,0,1
0.4089904,0,1
0.37058017,0,1
0.2328988,0,1
0.57092136,0,1
0.6345041,0,1
0.013585638,0,0
0.0019365771,0,1
0.45511535,0,2
0.2954471,0,1
0.4105651,0,1
0.4840415,0,2
0.043819312,0,1
0.5599379,0,1
0.19820325,0,1
0.00554624,0,1
0.9989671,1371,1
0.43869886,0,1
0.32537794,0,1
0.43398172,0,1
0.053829152,0,1
0.43224066,0,1
0.639969,0,1
0.5104927,0,1
0.5403165,0,1
0.009801771,0,1
0.63400966,0,1
0.85850316,0,2
0.29908815,0,1
0.32967153,0,2
0.016517183,0,1
0.29758164,0,1
0.056898586,0,0
0.32301247,0,2
0.0,0,1
0.019475076,0,1
0.3323976,0,1
0.19493799,0,1
0.7644492,0,1
0.6223919,0,2
0.5598432,0,1
0.12457421,0,1
0.008695652,0,1
0.01047443,0,1
0.46944675,0,1
0.35971802,0,0
0.53913045,0,1
0.5147808,0,1
0.22343944,0,2
0.042590432,0,1
0.007868207,0,1
0.32651892,0,2
0.9298117,0,1
0.040870387,0,0
0.60762143,0,3
0.29848495,0,1
0.06829335,0,1
0.37523532,0,1
0.20684646,0,3
0.940224,1,1
0.0019286403,0,1
0.45772594,0,1
0.7127201,0,2
0.19240215,0,1
0.6631258,0,2
0.5566202,0,3
0.30348194,0,2
0.4517714,0,3
0.5254185,0,2
0.74964565,0,2
0.37648302,0,2
0.66701716,0,2
0.52388936,0,1
0.16669069,0,2
0.043402504,0,1
0.0,0,1
0.1557157,0,2
0.80931306,0,2
0.3019024,0,2
0.2713019,0,1
0.06618013,0,2
0.18896113,0,3
0.60699505,0,1
0.57787997,0,1
0.21432924,0,1
0.73367745,0,1
0.2975363,0,1
0.69364244,1,2
0.4546538,0,1
0.82488114,2,1
0.6110506,0,3
0.71364135,0,1
0.7013565,0,2
0.6018546,0,1
0.37468073,1,2
0.49955603,0,2
0.64286274,0,2
0.018839488,0,2
0.63639104,0,2
0.1910643,0,3
0.80915594,2,3
0.4230496,0,3
0.9100296,10,3
0.2545989,0,1
0.21300201,0,3
0.46102634,0,3
0.45289788,0,2
0.6003241,0,1
0.52165335,0,1
0.011857707,0,0
0.034735262,0,1
0.024566473,0,2
0.3065391,0,2
0.715763,0,2
0.78786504,0,1
0.886531,1,2
0.717268,0,2
0.9323641,0,2
0.37936604,0,1
0.8900073,0,2
0.46876538,0,2
0.38134637,0,2
0.7732923,1,4
0.52197605,0,2
0.7728792,0,2
0.75591063,0,2
0.6511315,0,2
0.5668758,0,1
0.6565222,0,2
0.0010196278,0,1
0.012395811,0,1
0.38024735,0,2
0.11893071,0,1
0.34940153,0,2
0.32574108,0,1
0.04155598,0,1
0.009589378,0,1
0.5655581,0,2
0.7622087,1,3
0.84656423,2,4
0.39992025,0,2
0.2586494,0,1
0.4882055,0,2
0.0023299162,0,2
0.004921058,0,1
0.005816413,0,1
0.93795663,0,1
0.6946423,0,2
0.0029213072,0,2
0.013058619,0,1
0.00250339,0,1
0.5684043,0,2
0.55365723,0,1
0.0008366451,0,0
0.00017667844,0,1
0.0022381905,0,1
0.4697655,0,2
0.77539885,0,2
0.54042023,0,2
0.32996485,0,2
0.003526093,0,1
0.0,0,1
0.5283641,0,2
0.0016019223,0,1
0.237828,0,1
0.64221865,0,1
0.0016060572,0,2
0.0018744143,0,2
0.6826168,0,1
0.0,0,1
0.2789855,0,1
0.001557902,0,2
0.0008064516,0,1
0.0005545543,0,1
0.0013959982,0,2
0.0036882616,0,2
0.92138994,0,2
0.7929613,0,2
0.004694323,0,1
0.24641266,0,1
0.36940476,0,1
0.00040160643,0,1
0.009302326,0,1
0.29875988,0,1
0.30187097,0,2
0.004553864,0,1
0.00028628687,0,1
0.59409076,0,2
0.19304039,0,1
0.010950154,0,3
0.27502528,0,1
0.17691189,0,1
0.40362102,1,3
0.45644885,1,3
0.11291085,0,3
0.9020628,4,4
0.25307724,0,2
0.72605324,0,1
0.6546883,1,1
0.6089433,0,1
0.95214653,4,2
0.8785028,1,1
0.798975,0,2
0.6832786,1,3
0.3590682,0,2
0.5317144,0,1
0.31643993,0,2
0.0008183306,0,1
0.42784044,0,1
0.29822755,0,2
0.38449445,0,1
0.38909918,0,2
0.19412278,0,2
0.25803608,0,2
0.7180799,0,1
0.4873409,0,2
0.10703533,0,1
0.4043552,0,1
0.14791176,0,1
0.60401124,0,1
0.3131223,0,1
0.23166223,0,1
0.32440925,0,1
0.40052426,0,1
0.5174957,0,3
0.68637025,0,3
0.46145502,0,1
0.2737486,0,1
0.19380787,0,1
0.4344886,0,1
0.25716928,0,1
0.39134356,0,1
0.6309963,0,1
0.38653892,0,1
0.4467258,0,1
0.95487964,0,2
0.325226,0,2
0.301212,0,2
0.0056105275,0,1
0.3947481,0,1
0.39161864,0,1
0.58927435,0,1
0.27033585,0,1
0.55353075,0,1
0.019349478,0,1
0.251853,0,3
0.30161208,0,1
0.30530012,0,1
0.41442996,0,2
0.008249497,0,2
0.7538255,2,3
0.680234,1,3
0.27941582,0,1
0.32892278,0,2
0.3120818,0,1
0.26254368,0,1
0.20334311,0,1
0.0024839006,0,2
0.6129395,0,1
0.0012330456,0,1
0.003434066,0,1
0.9566603,0,1
0.6302828,0,1
0.5284399,0,1
0.37532794,0,1
0.0016863407,0,3
0.44359198,0,2
0.9943525,32,3
0.5359042,0,3
0.0010379904,0,2
0.6562896,0,3
0.8431074,1,3
0.5794096,0,3
0.57793117,0,3
0.4102411,0,2
0.0039199507,0,3
0.61651134,0,3
0.6317929,0,2
0.0011304909,0,1
0.019832605,0,3
0.15057035,0,3
0.005607221,0,2
0.2340927,0,3
0.32381803,0,0
0.5707343,0,1
0.8557648,0,2
0.20703784,0,2
0.020229504,0,2
0.36213374,0,1
0.25812477,0,1
0.0003468609,0,1
0.0,0,2
0.3080418,0,2
0.40525433,0,2
0.4296131,0,1
0.31610885,0,1
0.0002365744,0,1
0.007621411,0,1
0.61269635,0,3
0.32370472,0,2
0.42022792,0,2
0.6625132,0,2
0.0050614607,0,2
0.05245056,0,2
0.55691457,0,1
0.5442523,0,2
0.31708732,0,2
0.5344122,0,2
0.008897362,0,1
0.46568942,0,1
0.006776904,0,1
0.894706,0,1
0.0028433325,0,2
0.0035352723,0,1
0.26322114,0,2
0.0060336613,0,2
0.0024301338,0,2
0.5870301,0,2
0.0032592593,0,1
0.011255411,0,1
0.0023940627,0,1
0.008178844,0,1
0.04334471,0,1
0.2027127,0,1
0.52957666,0,2
0.24264571,0,1
0.3439,0,1
0.032519396,0,1
0.47759235,0,1
0.3179931,0,1
0.5711718,0,1
0.3069649,0,1
0.50314903,0,2
0.0,0,1
0.060881417,0,1
0.16396867,0,2
0.3630303,0,2
0.40537542,0,2
0.75079685,0,2
0.31443638,0,1
0.5938665,0,1
0.75412464,0,2
0.4288369,0,2
0.6516288,0,2
0.2926258,0,1
0.028428735,0,1
0.55331415,0,1
0.015284854,0,1
0.25228035,0,1
0.3029837,0,1
0.4404533,0,3
0.4736891,0,1
0.21031189,0,2
0.60180354,0,1
0.8460531,0,1
0.018720748,0,1
0.50998586,0,1
0.5280899,0,1
0.0075725704,0,2
0.0031239723,0,2
0.008585503,0,2
0.001633542,0,2
0.0020723736,0,2
0.43080974,0,2
0.48475567,0,2
0.33290553,0,2
0.37006548,0,2
0.48875543,0,2
0.64822507,0,2
0.0027711065,0,2
0.0030115442,0,2
0.32671311,0,2
0.0031787583,0,2
0.0020833334,0,1
0.0028394856,0,2
0.7500365,0,1
0.0011051468,0,2
0.032155477,0,2
0.0024779309,0,2
0.6736433,0,2
0.346541,0,2
0.75746053,0,2
0.005999143,0,2
0.0028662956,0,2
0.013774567,0,2
0.002886738,0,2
0.0034266133,0,2
0.0065141404,0,1
0.0062045734,0,3
0.005939835,0,2
0.006790876,0,2
0.002489971,0,2
0.0042956863,0,2
0.0032298137,0,1
0.59299713,0,1
0.67882955,0,1
0.3425033,0,3
0.5168344,0,1
0.5725244,0,1
0.01681466,0,2
0.47897196,0,4
0.49778956,0,3
0.30235416,0,0
0.0012404749,0,2
0.04128988,0,3
0.23768054,0,1
0.427486,0,1
0.269523,0,2
0.0010238908,0,3
0.0066601373,0,2
0.0021148035,0,2
0.24521683,0,3
0.21583723,0,2
0.33429506,0,3
0.005369783,0,4
0.99255604,36,3
0.4511998,0,3
0.99441403,108,3
0.0011869436,0,3
0.24291256,0,4
0.023454787,0,1
0.0031136482,0,3
0.24974063,0,2
0.0031018439,0,3
0.45320755,0,4
0.6029302,0,2
0.50986344,0,1
0.6471527,0,1
0.31828383,0,2
0.36437717,0,1
0.33479077,0,2
0.0063653723,0,1
0.3460604,0,2
0.23448096,0,1
0.68123347,0,3
0.012134002,0,1
0.06317654,0,1
0.09190873,0,1
0.45161608,0,2
0.32963938,0,2
0.7833484,0,1
0.0011413664,0,1
0.08250033,0,2
0.3385926,0,1
0.5254872,0,1
0.028678304,0,1
0.1850456,1,1
0.23999558,0,1
0.03847382,0,1
0.27737394,0,1
0.33345523,0,1
0.2514628,0,2
0.6489977,0,1
0.36149877,0,1
0.1099182,0,1
0.3942302,0,1
0.64453125,0,1
0.3592773,0,0
0.44961545,0,1
0.0004789272,0,1
0.5704678,0,2
0.008116429,0,1
0.43318123,0,1
0.0327495,0,3
0.00012961763,0,2
0.06956072,0,2
0.0014578587,0,2
0.023514044,0,1
0.48367703,0,3
0.00027578598,0,2
0.0033266218,0,2
0.002376103,0,0
0.38023567,0,3
0.026206123,0,3
0.39486694,0,0
0.96981037,0,1
0.305638,0,2
0.41243893,0,2
0.27227655,0,3
0.6577329,0,2
0.42290887,0,2
0.6966828,0,2
0.30787182,0,1
0.38576955,0,1
0.54663444,0,1
0.5870698,0,1
0.27225363,0,1
0.20707683,0,1
0.017096883,0,2
0.007974481,0,2
0.6025867,0,1
0.004098791,0,2
0.034727145,0,3
0.4942568,0,2
0.5188687,0,2
0.0014008873,0,2
0.9710218,14,2
0.40964514,0,2
0.274147,0,1
0.12717131,0,0
0.016791422,0,1
0.014117861,0,1
0.678462,0,1
0.69946045,0,1
0.5504569,0,1
0.001866368,0,1
0.009897759,0,1
0.0014702555,0,1
0.026997041,0,1
0.6573143,0,1
0.18794736,0,2
0.5069611,0,1
0.15067504,0,3
0.45379245,0,3
0.0010332358,0,4
0.021453392,0,2
0.020603938,0,4
0.0016520733,0,4
0.021655144,0,4
0.316231,1,4
0.01082578,0,4
0.004824013,0,4
0.1330398,0,4
0.956074,26,3
0.24601786,0,4
0.0024875621,0,3
0.002335013,0,4
0.27565283,0,2
0.08990181,0,4
0.0014769491,0,2
0.0098588625,0,5
0.96020085,33,3
0.055023924,0,4
0.61751795,0,4
0.6072261,0,4
0.15200052,0,4
0.065416895,0,4
0.02303689,0,1
0.15088677,0,2
0.026809651,0,1
0.20404638,0,4
0.48990253,0,2
0.034849696,0,3
0.017984472,0,2
0.32578096,0,4
0.0014650226,0,2
0.00017699115,0,5
0.039846893,0,4
0.35115257,0,2
0.24043433,0,4
0.03851863,0,4
0.7536488,0,1
0.6035242,0,1
0.42223322,0,1
0.43069088,0,1
0.6480367,0,3
0.006305977,0,1
0.0009044862,0,1
0.59357125,0,2
0.49563274,0,2
0.40421632,0,2
0.5570028,0,1
0.3915396,0,2
0.6853183,0,3
0.14658804,0,2
0.6580906,0,2
0.2962925,0,2
0.27391508,0,2
0.36927122,0,0
0.006198929,0,1
0.5962594,0,1
0.1351527,0,0
0.92796147,0,1
0.0028146813,0,2
0.0026921195,0,1
0.97908324,0,2
0.6391223,0,1
0.4393612,0,2
0.1999179,0,1
